"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.essence","Answer.like","Answer.who","Approve","Reject"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","3018Q3ZVOIQ7XJZTM7ZTYBD461DRAH","A133S8TUY7GV0I","Approved","Mon Nov 25 03:51:26 PST 2019","Mon Nov 25 03:52:52 PST 2019","Thu Nov 28 03:52:52 PST 2019","Mon Nov 25 14:22:17 PST 2019","","","86","100% (1/1)","100% (1/1)","0% (0/0)","Love for my family and passion for teaching.","I am laid back and reserved.","I am a 37 year old mother of 3"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","3018Q3ZVOIQ7XJZTM7ZTYBD46ZPRAP","AAGJMGU79K7R1","Approved","Sun Nov 24 07:58:04 PST 2019","Sun Nov 24 07:58:58 PST 2019","Wed Nov 27 07:58:58 PST 2019","Sun Nov 24 09:13:14 PST 2019","","","54","100% (1/1)","100% (1/1)","0% (0/0)","Being honest","Positive women","Working professional"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","304SM51WA34OH84Y7AZUJW26AI3BS0","A3S5DTVF6EDJV5","Approved","Sat Nov 23 19:52:20 PST 2019","Sat Nov 23 19:53:58 PST 2019","Tue Nov 26 19:53:58 PST 2019","Sun Nov 24 09:13:14 PST 2019","","","98","100% (2/2)","100% (2/2)","0% (0/0)","I put my family first before anything else.","I am artistic, introvert, loving and caring.","I am a wife and a mother."
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30BUDKLTXDVLI9I755OCRTYZZRC5EO","A3UOUVRDI7Y0LJ","Approved","Mon Dec 02 09:54:04 PST 2019","Mon Dec 02 09:57:37 PST 2019","Thu Dec 05 09:57:37 PST 2019","Tue Dec 03 15:45:58 PST 2019","","","213","100% (1/1)","100% (1/1)","100% (1/1)","The essence that makes me is the peace i have inside and the knowledge that things are going to work out, makes life easy to live.","I am easy going and do not get upset easily","I am a 59 year old introverted female who is single"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30BXRYBRP4XRF2OTR7JR2W8PB86HW3","A5IVXEND57C2R","Approved","Sat Nov 23 21:03:47 PST 2019","Sat Nov 23 21:04:29 PST 2019","Tue Nov 26 21:04:29 PST 2019","Sun Nov 24 09:13:14 PST 2019","","","42","100% (1/1)","100% (1/1)","0% (0/0)","Immense patience and putting others in front of me.","Easy going funny guy.","A hard working father."
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30BXRYBRP4XRF2OTR7JR2W8PBAIWHY","AQUOS2XZESNXB","Approved","Sun Nov 24 19:30:31 PST 2019","Sun Nov 24 19:31:52 PST 2019","Wed Nov 27 19:31:52 PST 2019","Mon Nov 25 14:22:17 PST 2019","","","81","100% (2/2)","100% (2/2)","0% (0/0)","I am unique and different from others, yet alike in many ways.","I am kind, loving and caring.  A mother and grandmother.","I am a God fearing Christian woman."
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30BXRYBRP4XRF2OTR7JR2W8PBFXHW8","AJ0A6SN2IVNMM","Approved","Mon Nov 25 10:41:24 PST 2019","Mon Nov 25 10:42:22 PST 2019","Thu Nov 28 10:42:22 PST 2019","Mon Nov 25 14:22:17 PST 2019","","","58","100% (1/1)","100% (1/1)","0% (0/0)","Family is what makes me me, i would be nothing without them","I am honest, trustworthy, kind, intelligent.","I am Taylor, I am a friend, daughter, pet lover, and Computed tomography technologist"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30H4UDGLT2INN7S36IL9278PYWBPMV","A1E235KE3CSO7H","Approved","Sat Nov 23 14:20:06 PST 2019","Sat Nov 23 14:21:56 PST 2019","Tue Nov 26 14:21:56 PST 2019","Sun Nov 24 09:13:14 PST 2019","","","110","100% (157/157)","100% (6/6)","0% (0/0)","Spirituality is my essence. It is my core, from which all else follows.","I am calm, smart, hard working. loving, and content.","I am a 63 year old female, mom, daughter, and educator from the United States."
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30H4UDGLT2INN7S36IL9278PZANMPX","A3KIZLHCD945UK","Approved","Tue Nov 26 13:52:03 PST 2019","Tue Nov 26 13:53:29 PST 2019","Fri Nov 29 13:53:29 PST 2019","Fri Nov 29 13:54:28 PST 2019","","","86","100% (1/1)","100% (1/1)","100% (1/1)","I never give up and enjoy being myself and being different from everyone else","I am unique and like to think for myself and don't try to please others","I am loyal, honest, fun and hard working"
"3ZUE82NE0A1TOL3B8BAJXBX17PE8FJ","3Z1ME8JRSHC9WSF0IJFU67VN0NQOCH","Tell us about you in three sentences","Tell us who you are, what you're like, and what's the essence of what makes you you!","you, description","$0.10","Sat Nov 23 14:05:26 PST 2019","450","BatchId:3847014;OriginalHitTemplateId:712361150;","3600","259200","Sun Dec 08 15:51:46 PST 2019","","","30MVJZJNHMDCUC6BMWCK0PGTQZMJ9H","A3L7PYC9CCZCLA","Approved","Sat Nov 23 19:39:21 PST 2019","Sat Nov 23 19:40:10 PST 2019","Tue Nov 26 19:40:10 PST 2019","Sun Nov 24 09:13:14 PST 2019","","","49","100% (1/1)","100% (1/1)","0% (0/0)","I am very passionate and determined and I try to only do things I am passionate about.","I am kind, smart, and down to earth.","I am a junior in college currently trying to live her best life."
